reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude,prior_temp,actual_temp,following_temp,before_temp_change,after_temp_change,across_temp_change,accident_category
KCS,21032602,2021-03-26,11:20 AM,Other impacts,0,KENDELTON,TX,72,2.0,Day,Clear,Yard,Spec. MoW Equip.,1,0,0,18000,M208,29.467409,-95.968823,68.8,67.5,74.4,-1.2999999999999972,6.900000000000006,5.6000000000000085,Other
KCS,21032602,2021-03-26,11:20 AM,Other impacts,0,KENDELTON,TX,72,2.0,Day,Clear,Yard,Single Car,0,18000,0,18000,M208,29.467409,-95.968823,68.8,67.5,74.4,-1.2999999999999972,6.900000000000006,5.6000000000000085,Other
UP,0120GL002,2020-01-04,1:28 PM,Hwy-rail crossing,0,KENNARD,NE,39,2.0,Day,Clear,Main,Freight Train,48,291,11255,11546,M302,41.472527,-96.200975,31.8,31.6,39.9,-0.1999999999999993,8.299999999999997,8.099999999999998,Other
BNSF,NW0122102,2022-01-04,12:30 AM,Derailment,0,KENNEWICK,WA,15,4.0,Dark,Cloudy,Industry,Freight Train,5,17898,1500,19398,T311,46.169826,-119.026315,22.3,21.8,29.1,-0.5,7.300000000000001,6.800000000000001,Track-related
KJRY,12182018,2018-12-18,8:15 AM,Derailment,0,KEOKUK,IA,40,2.0,Day,Clear,Yard,Freight Train,6,34000,9550,43550,T102,40.389,-91.3865,37.3,39.1,46.2,1.8000000000000043,7.100000000000001,8.900000000000006,Track-related
BNSF,HL0222114,2022-02-23,9:59 AM,Derailment,0,KEOKUK,IA,15,2.0,Day,Cloudy,Yard,Freight Train,8,116380,200000,316380,T001,40.386925,-91.399158,33.5,13.2,21.7,-20.3,8.5,-11.8,Track-related
UP,0518TC010,2018-05-13,3:45 AM,Obstruction,0,KIESTER,MN,55,4.0,Dark,Cloudy,Main,Freight Train,12,100,19536,19636,M402,43.534294,-93.710825,48.6,53.6,60.5,5.0,6.899999999999999,11.899999999999999,Other
EIRR,210428005,2021-04-28,2:25 PM,Hwy-rail crossing,0,KIMBERLY,ID,66,2.0,Day,Clear,Main,Freight Train,24,10000,88000,98000,M302,42.539019,-114.38436,42.9,53.4,60.8,10.5,7.399999999999999,17.9,Other
NS,154838,2023-11-21,11:45 AM,Derailment,0,KING OF PRUSSIA,PA,48,2.0,Day,Rain,Yard,Yard/switching,6,50,67837,67887,T316,40.115603,-75.395391,36.1,39.4,50.3,3.299999999999997,10.899999999999999,14.199999999999996,Track-related
GTW,839122,2015-01-28,12:30 AM,Derailment,0,KINGSBURY,IN,18,4.0,Dark,Clear,Industry,Freight Train,8,147234,8932,156166,H703,41.523699,-86.696021,24.8,25.8,35.0,1.0,9.2,10.2,Other
MBTA,5709,2017-05-15,7:17 AM,Hwy-rail crossing,0,KINGSTON,MA,48,1.0,Dawn,Rain,Main,Passenger Train - Pushing,70,100859,0,100859,M305,42.003961,-70.794764,48.1,51.3,62.9,3.1999999999999957,11.600000000000001,14.799999999999997,Other
CSX,000193972,2020-11-19,10:30 PM,Derailment,0,KIRKVILLE,NY,40,4.0,Dark,Cloudy,Main,Freight Train,4,6181,12296,18477,E46C,43.07551,-75.990392,25.9,41.4,57.4,15.5,16.0,31.5,Other
CSX,000154656,2015-11-23,4:15 PM,Derailment,0,KITZMILLER,MD,40,2.0,Day,Cloudy,Main,Freight Train,14,27406,68274,95680,T205,39.356444,-79.255135,32.2,27.5,35.7,-4.700000000000003,8.200000000000003,3.5,Track-related
UP,0120GL008,2020-01-12,3:56 PM,Derailment,0,KNAPP,WI,18,2.0,Day,Cloudy,Main,Freight Train,47,2187743,259399,2447142,T221,44.947857,-92.044054,9.5,9.6,17.3,0.09999999999999964,7.700000000000001,7.800000000000001,Other
MRL,2017038,2017-03-17,5:50 AM,Derailment,0,KOOTENAI,ID,30,1.0,Dawn,Rain,Main,Freight Train,40,147000,330000,477000,T002,48.30292,-116.531065,41.1,33.5,42.3,-7.600000000000001,8.799999999999997,1.1999999999999957,Track-related
BNSF,CH0918117,2018-09-22,5:34 PM,Side collision,0,LA CROSSE,WI,72,3.0,Dusk,Clear,Yard,Yard/switching,8,9000,0,41263,H607,43.847328,-91.230212,60.6,53.8,61.5,-6.800000000000004,7.700000000000003,0.8999999999999986,Other
BNSF,CH0220106,2020-02-10,4:59 AM,Derailment,0,LA CROSSE,WI,3,1.0,Dawn,Clear,Yard,Yard/switching,6,1086,37575,38661,M101,43.860629,-91.22999,20.2,12.1,21.0,-8.1,8.9,0.8000000000000007,Other
BNSF,CH0918117,2018-09-22,5:34 PM,Side collision,0,LA CROSSE,WI,72,3.0,Dusk,Clear,Yard,Freight Train,10,32263,0,41263,H607,43.847328,-91.230212,60.6,53.8,61.5,-6.800000000000004,7.700000000000003,0.8999999999999986,Other
UP,0217PD005,2017-02-03,7:47 AM,Derailment,0,LA GRANDE,OR,34,2.0,Day,Cloudy,Main,Freight Train,17,39481,1840,41321,E67C,45.361083,-118.239447,22.5,33.4,41.8,10.899999999999999,8.399999999999999,19.299999999999997,Other
UP,1215SA021,2015-12-19,11:40 PM,Derailment,0,LA GRANGE,TX,58,4.0,Dark,Clear,Main,Freight Train,29,1016345,118443,1134788,T207,29.904443,-96.816942,46.6,50.4,62.3,3.799999999999997,11.899999999999999,15.699999999999996,Track-related
KJRY,KJRY221201,2022-12-01,6:30 PM,Derailment,0,LA HARPE,IL,40,4.0,Dark,Clear,Main,Freight Train,9,3600,130000,133600,E40C,40.522012,-91.037013,24.8,27.6,47.5,2.8000000000000007,19.9,22.7,Other
BNSF,KS0222120,2022-02-26,6:17 AM,Other (describe in narrative),0,LA JUNTA,CO,15,1.0,Dawn,Clear,Main,Freight Train,13,0,0,28993,M204,37.988539,-103.545337,21.0,27.3,36.3,6.300000000000001,8.999999999999996,15.299999999999997,Other
BNSF,KS0222120,2022-02-26,6:17 AM,Other (describe in narrative),0,LA JUNTA,CO,15,1.0,Dawn,Clear,Main,Freight Train,0,28993,0,28993,M204,37.988539,-103.545337,21.0,27.3,36.3,6.300000000000001,8.999999999999996,15.299999999999997,Other
UP,0119ST045,2019-01-20,8:35 AM,Other impacts,0,LA MESA,NM,30,2.0,Day,Clear,Yard,Freight Train,16,2500,100,56800,H702,31.913216,-106.758476,44.8,45.1,54.2,0.30000000000000426,9.100000000000001,9.400000000000006,Other
UP,0119ST045,2019-01-20,8:35 AM,Other impacts,0,LA MESA,NM,30,2.0,Day,Clear,Yard,Cut of cars,0,54200,0,56800,H702,31.913216,-106.758476,44.8,45.1,54.2,0.30000000000000426,9.100000000000001,9.400000000000006,Other
UP,0221TO009,2021-02-15,1:20 PM,Derailment,0,LA MESA,NM,24,2.0,Day,Clear,Main,Freight Train,3,500,28000,28500,H705,31.986584,-106.835452,28.0,22.9,35.8,-5.100000000000001,12.899999999999999,7.799999999999997,Other
UP,0320HO025,2020-03-21,3:05 PM,Derailment,0,LA PORTE,TX,64,2.0,Day,Cloudy,Yard,Yard/switching,4,396106,14900,411006,H607,29.652566,-95.038868,72.8,61.2,69.2,-11.599999999999994,8.0,-3.5999999999999943,Other
UP,0123HO038,2023-01-27,5:06 PM,Other (describe in narrative),0,LA PORTE,TX,55,2.0,Day,Cloudy,Yard,Freight Train,4,35604,0,35604,M501,29.684964,-95.039684,47.9,51.1,65.1,3.200000000000003,13.999999999999993,17.199999999999996,Other
UP,0122HO021,2022-01-18,7:30 AM,Other impacts,0,LA PORTE,TX,54,1.0,Dawn,Clear,Yard,Yard/switching,2,11386,898,30397,S007,29.686096,-95.038701,53.5,62.0,69.5,8.5,7.5,16.0,Other
UP,0122HO021,2022-01-18,7:30 AM,Other impacts,0,LA PORTE,TX,54,1.0,Dawn,Clear,Yard,Cut of cars,4,18113,0,30397,S007,29.686096,-95.038701,53.5,62.0,69.5,8.5,7.5,16.0,Other
UP,0517DV018,2017-05-19,9:30 PM,Derailment,0,LA SALLE,CO,32,4.0,Dark,Cloudy,Siding,Yard/switching,5,14795,5770,20565,H318,40.346137,-104.705141,39.3,37.4,48.5,-1.8999999999999986,11.100000000000001,9.200000000000003,Other
SLRG,SL210318A,2021-03-18,1:10 AM,Derailment,0,LA VETA,CO,24,4.0,Dark,Clear,Main,Freight Train,5,23256,10733,33989,T222,37.512402,-105.115271,25.4,29.0,36.9,3.6000000000000014,7.899999999999999,11.5,Other
SLRG,SL220217A,2022-02-17,3:02 AM,Derailment,0,LA VETA,CO,8,4.0,Dark,Snow,Main,Freight Train,7,8005,30541,38546,T222,37.513346,-105.112141,25.0,11.7,19.7,-13.3,8.0,-5.300000000000001,Other
WC,909302,2016-12-18,6:25 AM,Other (describe in narrative),0,LADYSMITH,WI,-22,1.0,Dawn,Clear,Main,Freight Train,13,38594,0,38594,E21C,45.62597,-91.213418,8.5,-12.2,6.5,-20.7,18.7,-2.0,Other
BNSF,RD0123109,2023-01-14,12:57 AM,Derailment,0,LAFAYETTE,LA,69,4.0,Dark,Clear,Yard,Yard/switching,9,40592,17700,58292,H525,30.234774,-92.034919,48.5,45.4,52.7,-3.1000000000000014,7.300000000000004,4.200000000000003,Other
BNSF,RD1217119,2017-12-29,1:15 AM,Derailment,0,LAFAYETTE,LA,35,4.0,Dark,Clear,Yard,Yard/switching,6,46000,3000,49000,H503,30.234789,-92.051822,38.3,46.5,54.6,8.200000000000003,8.100000000000001,16.300000000000004,Other
NS,119933,2016-03-30,6:15 PM,Derailment,0,LAFAYETTE,IN,53,3.0,Dusk,Rain,Yard,Yard/switching,8,213500,1015,214515,T207,40.374727,-86.845043,42.4,49.5,58.6,7.100000000000001,9.100000000000001,16.200000000000003,Track-related
NS,132671,2019-01-30,10:15 PM,Derailment,0,LAFAYETTE,IN,-8,4.0,Dark,Cloudy,Yard,Yard/switching,5,18115,51292,69407,T110,40.374726,-86.845004,8.2,-8.6,-1.4,-16.799999999999997,7.199999999999999,-9.6,Track-related
UP,1122GC004,2022-11-05,3:00 AM,Derailment,0,LAKE CHARLES,LA,60,4.0,Dark,Rain,Main,Yard/switching,6,1821,24876,26697,H702,30.238279,-93.197878,74.9,62.0,71.5,-12.900000000000006,9.5,-3.4000000000000057,Other
UP,1220GC031,2020-12-22,10:10 AM,Derailment,0,LAKE CHARLES,LA,57,2.0,Day,Cloudy,Yard,Freight Train,10,1206,12082,13288,H704,30.22009,-93.142674,52.0,52.6,63.4,0.6000000000000014,10.799999999999997,11.399999999999999,Other
UP,1120GC039,2020-11-26,6:40 PM,Other impacts,0,LAKE CHARLES,LA,64,3.0,Dusk,Cloudy,Yard,Yard/switching,4,33224,150,33540,H318,30.238329,-93.198387,69.8,62.4,69.3,-7.399999999999999,6.899999999999999,-0.5,Other
UP,1120GC039,2020-11-26,6:40 PM,Other impacts,0,LAKE CHARLES,LA,64,3.0,Dusk,Cloudy,Yard,Single Car,4,166,0,33540,H318,30.238329,-93.198387,69.8,62.4,69.3,-7.399999999999999,6.899999999999999,-0.5,Other
UP,0219GC025,2019-02-13,7:00 AM,Fire/violent rupture,0,LAKE CHARLES,LA,43,2.0,Day,Clear,Main,Freight Train,20,234513,99,234612,E72L,30.238216,-93.238638,60.4,50.9,60.6,-9.5,9.700000000000003,0.20000000000000284,Other
KCS,16121601,2016-12-16,11:30 PM,Derailment,0,LAKE CHARLES,LA,60,4.0,Dark,Rain,Industry,Yard/switching,5,36679,500,37179,T402,30.239722,-93.274167,47.8,57.1,73.5,9.300000000000004,16.4,25.700000000000003,Track-related
TIBR,IN17112800,2017-11-28,10:00 AM,Derailment,0,LAKE CHARLES,LA,65,2.0,Day,Rain,Industry,Yard/switching,7,30000,0,30000,T303,30.165946,-93.181721,53.9,58.6,65.9,4.700000000000003,7.300000000000004,12.000000000000007,Track-related
BNSF,PR1019108,2019-10-11,9:50 PM,Rear end collision,0,LAKESIDE,NE,35,4.0,Dark,Clear,Main,Freight Train,0,1256925,0,1306925,H605,42.069497,-102.587301,25.0,24.9,34.2,-0.10000000000000142,9.300000000000004,9.200000000000003,Other
BNSF,PR1019108,2019-10-11,9:50 PM,Rear end collision,0,LAKESIDE,NE,35,4.0,Dark,Clear,Main,Freight Train,26,35000,15000,1306925,H605,42.069497,-102.587301,25.0,24.9,34.2,-0.10000000000000142,9.300000000000004,9.200000000000003,Other
NS,129313,2018-04-30,1:20 PM,Other (describe in narrative),0,LANCING,TN,72,2.0,Day,Clear,Main,Spec. MoW Equip.,15,25000,22500,47500,H997,36.122275,-84.652413,53.1,56.3,63.2,3.1999999999999957,6.900000000000006,10.100000000000001,Other
ITHR,231108003,2023-11-08,4:35 PM,Other (describe in narrative),0,LANSING,NY,44,3.0,Dusk,Clear,Industry,Freight Train,2,750,20000,20750,M399,42.529209,-76.528085,49.9,34.6,45.2,-15.299999999999997,10.600000000000001,-4.699999999999996,Other
UP,1116SA015,2016-11-21,6:17 PM,Hwy-rail crossing,0,LAREDO,TX,73,3.0,Dusk,Clear,Main,Freight Train,33,15537,11500,27037,M308,27.684999,-99.462086,56.2,66.7,73.4,10.5,6.700000000000003,17.200000000000003,Other
UP,0822SX014,2022-08-15,9:20 PM,Other impacts,0,LAREDO,TX,80,4.0,Dark,Rain,Yard,Yard/switching,6,15999,4790,21390,M105,27.664784,-99.445343,80.4,75.9,84.9,-4.5,9.0,4.5,Other
UP,0822SX014,2022-08-15,9:20 PM,Other impacts,0,LAREDO,TX,80,4.0,Dark,Rain,Yard,Yard/switching,2,601,0,21390,M105,27.664784,-99.445343,80.4,75.9,84.9,-4.5,9.0,4.5,Other
KCS,17120802,2017-12-08,3:05 PM,Derailment,0,LAREDO,TX,55,2.0,Day,Clear,Yard,Freight Train,7,9881,51212,61093,T205,27.505872,-99.438357,39.0,42.2,52.8,3.200000000000003,10.599999999999994,13.799999999999997,Track-related
UP,0816UT010,2016-08-23,12:45 AM,Derailment,0,LAS VEGAS,NV,85,4.0,Dark,Rain,Yard,Freight Train,8,157940,56658,214598,M103,36.273195,-115.07182,84.5,80.0,88.0,-4.5,8.0,3.5,Other
NS,133638,2019-04-21,2:20 AM,Derailment,0,LAURA,KY,43,4.0,Dark,Rain,Industry,Freight Train,0,3511,27651,31162,M101,37.743198,-82.500532,48.4,47.2,57.5,-1.1999999999999957,10.299999999999997,9.100000000000001,Other
NS,136714,2020-01-02,8:35 PM,Derailment,0,LAURA,KY,35,4.0,Dark,Rain,Siding,Freight Train,8,2314,21178,23492,T207,37.735893,-82.508889,41.9,45.6,53.5,3.700000000000003,7.899999999999999,11.600000000000001,Track-related
MRL,2018028,2018-02-23,4:26 AM,Side collision,0,LAUREL,MT,0,4.0,Dark,Clear,Yard,Freight Train,0,21000,0,23000,H607,45.682,-108.715,7.9,9.4,20.8,1.5,11.4,12.9,Other
MRL,2018028,2018-02-23,4:26 AM,Side collision,0,LAUREL,MT,0,4.0,Dark,Clear,Yard,Light loco(s),8,2000,0,23000,H607,45.682,-108.715,7.9,9.4,20.8,1.5,11.4,12.9,Other
MRL,2021109,2021-12-20,3:30 AM,Other impacts,0,LAUREL,MT,12,4.0,Dark,Clear,Yard,Yard/switching,5,25000,0,47000,H020,45.681246,-108.718312,32.2,19.4,38.1,-12.800000000000004,18.700000000000003,5.899999999999999,Other
MRL,2021109,2021-12-20,3:30 AM,Other impacts,0,LAUREL,MT,12,4.0,Dark,Clear,Yard,Cut of cars,14,22000,0,47000,H020,45.681246,-108.718312,32.2,19.4,38.1,-12.800000000000004,18.700000000000003,5.899999999999999,Other
SLWC,230201008,2023-02-01,9:30 PM,Derailment,0,LAWTON,OK,30,4.0,Dark,Sleet,Yard,Freight Train,7,17754,15000,32754,T113,34.606911,-98.525813,23.8,26.8,34.0,3.0,7.199999999999999,10.2,Track-related
CSX,000204848,2022-05-09,2:00 PM,Obstruction,0,LEBANON,IN,57,2.0,Day,Clear,Industry,Freight Train,2,998,20349,21347,H307,40.037988,-86.480069,57.2,66.2,74.2,9.0,8.0,17.0,Other
CSX,000176125,2018-05-01,3:21 PM,Derailment,0,LEBANON JUNCTION,KY,82,2.0,Day,Clear,Main,Freight Train,57,1214661,193090,1407751,T109,37.877123,-85.732885,55.6,64.2,72.4,8.600000000000001,8.200000000000003,16.800000000000004,Track-related
KCS,21011201,2021-01-12,12:30 PM,Hwy-rail crossing,0,LEESVILLE,LA,43,2.0,Day,Clear,Main,Freight Train,29,13126,9792,22918,M302,31.164487,-93.273361,32.9,36.6,45.5,3.700000000000003,8.899999999999999,12.600000000000001,Other
NS,133441,2019-04-02,9:05 AM,Other impacts,0,LEETSDALE,PA,35,2.0,Day,Cloudy,Main,Spec. MoW Equip.,0,7500,0,15000,H997,40.569214,-80.215065,32.3,39.5,46.7,7.200000000000003,7.200000000000003,14.400000000000006,Other
NS,133441,2019-04-02,9:05 AM,Other impacts,0,LEETSDALE,PA,35,2.0,Day,Cloudy,Main,Spec. MoW Equip.,3,7500,0,15000,H997,40.569214,-80.215065,32.3,39.5,46.7,7.200000000000003,7.200000000000003,14.400000000000006,Other
CSX,000153144,2015-10-12,1:45 PM,Side collision,0,LELAND,NC,71,2.0,Day,Cloudy,Yard,Cut of cars,3,0,0,11887,H018,34.255867,-77.942985,65.4,63.3,70.6,-2.1000000000000085,7.299999999999997,5.199999999999989,Other
CSX,000153144,2015-10-12,1:45 PM,Side collision,0,LELAND,NC,71,2.0,Day,Cloudy,Yard,Cut of cars,2,11887,0,11887,H018,34.255867,-77.942985,65.4,63.3,70.6,-2.1000000000000085,7.299999999999997,5.199999999999989,Other
BNSF,MT0116101,2016-01-09,3:40 AM,Other impacts,0,LEMMON,SD,1,4.0,Dark,Cloudy,Main,Freight Train,5,39517,0,39517,H020,45.944358,-102.158017,13.0,-2.8,8.3,-15.8,11.100000000000001,-4.699999999999999,Other
UP,0816NP017,2016-08-21,5:50 PM,Derailment,0,LEWELLEN,NE,75,2.0,Day,Cloudy,Main,Work train,35,8000,44453,52453,H019,41.301339,-101.976443,59.6,68.2,75.7,8.600000000000001,7.5,16.1,Other
UP,0422RM017,2022-04-13,9:55 AM,Derailment,0,LEWISTON,UT,23,2.0,Day,Cloudy,Industry,Freight Train,8,5103,8565,13668,T220,41.972467,-111.827316,29.6,28.7,38.4,-0.9000000000000021,9.7,8.799999999999997,Other
UP,0522GP002,2022-05-06,8:25 AM,Derailment,0,LEXINGTON,NE,43,2.0,Day,Cloudy,Yard,Freight Train,5,31897,8899,40796,M404,40.77206,-99.724574,48.2,55.0,64.5,6.799999999999997,9.5,16.299999999999997,Other
NS,128225,2018-01-20,3:53 PM,Derailment,0,LEXINGTON,NC,59,2.0,Day,Clear,Yard,Yard/switching,2,27494,1989,29483,M405,35.750635,-80.318238,31.2,36.9,45.4,5.699999999999999,8.5,14.2,Other
CSX,000178826,2018-09-16,6:02 PM,Derailment,0,LILESVILLE,NC,75,3.0,Dusk,Rain,Main,Freight Train,19,3370938,786156,4157094,M103,34.951588,-79.945155,73.1,72.5,79.4,-0.5999999999999943,6.900000000000006,6.300000000000011,Other
IORY,IOR237022D,2022-10-30,3:45 PM,Derailment,0,LIMA,OH,54,2.0,Day,Clear,Yard,Yard/switching,4,15000,100,15100,E40C,40.763206,-84.089122,48.9,53.4,60.9,4.5,7.5,12.0,Other
CFE,CFE677815S,2015-01-08,2:00 PM,Other impacts,0,LIMA,OH,5,2.0,Day,Snow,Yard,Freight Train,4,155538,0,155538,H302,40.757161,-84.139658,9.3,3.6,11.7,-5.700000000000001,8.1,2.3999999999999986,Other
CSX,000198642,2021-07-03,11:38 AM,Side collision,0,LIMA,OH,74,2.0,Day,Cloudy,Yard,Light loco(s),2,55608,6734,109342,H017,40.792597,-84.09123,66.9,69.1,77.8,2.1999999999999886,8.700000000000003,10.899999999999991,Other
CSX,000198642,2021-07-03,11:38 AM,Side collision,0,LIMA,OH,74,2.0,Day,Cloudy,Yard,Freight Train,2,47000,0,109342,H017,40.792597,-84.09123,66.9,69.1,77.8,2.1999999999999886,8.700000000000003,10.899999999999991,Other
BNSF,NE0316104,2016-03-20,2:00 PM,Derailment,0,LINCOLN,NE,55,2.0,Day,Clear,Yard,Freight Train,6,15678,500,16178,H525,40.80779,-96.777288,33.9,36.7,48.1,2.8000000000000043,11.399999999999999,14.200000000000003,Other
BNSF,HL0323114,2023-03-13,8:24 PM,Derailment,0,LINCOLN,NE,37,3.0,Dusk,Clear,Yard,Light loco(s),5,31000,1000,32000,H307,40.807548,-96.765101,29.9,26.1,34.6,-3.799999999999997,8.5,4.700000000000003,Other
BNSF,HL1019116,2019-10-17,11:30 PM,Derailment,0,LINCOLN,NE,64,4.0,Dark,Clear,Yard,Freight Train,10,16400,0,16400,H704,40.807497,-96.755159,47.4,53.6,64.1,6.200000000000003,10.499999999999993,16.699999999999996,Other
BNSF,HL0122113,2022-01-25,3:30 AM,Derailment,0,LINCOLN,NE,7,4.0,Dark,Clear,Yard,Freight Train,4,9624,40500,50124,H307,40.808207,-96.777795,35.6,12.0,20.7,-23.6,8.7,-14.900000000000002,Other
BNSF,HL1222105,2022-12-08,5:13 PM,Side collision,0,LINCOLN,NE,25,3.0,Dusk,Sleet,Yard,Cut of cars,0,62669,0,75733,M408,40.808083,-96.742537,26.9,26.6,34.3,-0.29999999999999716,7.699999999999996,7.399999999999999,Other
BNSF,HL1222105,2022-12-08,5:13 PM,Side collision,0,LINCOLN,NE,25,3.0,Dusk,Sleet,Yard,Yard/switching,5,13064,0,75733,M408,40.808083,-96.742537,26.9,26.6,34.3,-0.29999999999999716,7.699999999999996,7.399999999999999,Other
BNSF,HL0317104,2017-03-03,4:48 PM,Derailment,0,LINCOLN,NE,50,2.0,Day,Clear,Yard,Light loco(s),0,23300,0,23300,H017,40.80941,-96.73031,32.3,36.1,48.5,3.8000000000000043,12.399999999999999,16.200000000000003,Other
BNSF,HL0320114,2020-03-21,5:08 PM,Derailment,0,LINCOLN,NE,33,3.0,Dusk,Clear,Yard,Yard/switching,9,155,40632,40787,H312,40.808287,-96.753151,25.4,32.8,40.4,7.399999999999999,7.600000000000001,15.0,Other
BNSF,HL0818124,2018-08-29,12:30 AM,Other impacts,0,LINCOLN,NE,57,4.0,Dark,Clear,Yard,Yard/switching,4,22419,0,22419,H318,40.807813,-96.73412,71.6,65.1,72.2,-6.5,7.1000000000000085,0.6000000000000085,Other
BNSF,HL0319113,2019-03-11,6:10 PM,Derailment,0,LINCOLN,NE,38,3.0,Dusk,Clear,Yard,Light loco(s),5,77532,1000,78532,H307,40.808844,-96.742076,29.3,31.3,40.6,2.0,9.3,11.3,Other
BNSF,NE0215110,2015-02-27,11:00 PM,Derailment,0,LINCOLN,NE,25,4.0,Dark,Clear,Yard,Freight Train,10,13575,0,13575,E4BC,40.807486,-96.73208,8.2,7.9,15.8,-0.29999999999999893,7.9,7.600000000000001,Other
BNSF,HL0221117,2021-02-20,6:56 PM,Derailment,0,LINCOLN,NE,25,3.0,Dusk,Clear,Yard,Freight Train,10,38744,0,38744,H607,40.807572,-96.774163,13.7,18.5,32.4,4.800000000000001,13.899999999999999,18.7,Other
UP,1118KC009,2018-11-10,2:33 AM,Derailment,0,LINCOLNVILLE,KS,11,4.0,Dark,Clear,Main,Freight Train,35,1187068,892616,2079684,T299,38.517423,-96.963143,26.4,26.3,34.5,-0.09999999999999787,8.2,8.100000000000001,Track-related
CRSH,140071,2020-12-19,6:00 PM,Derailment,0,LINDEN,NJ,28,3.0,Dusk,Snow,Yard,Yard/switching,5,16631,750,17381,T314,40.644051,-74.211641,27.7,25.8,32.6,-1.8999999999999986,6.800000000000001,4.900000000000002,Track-related
LI,71838,2020-03-12,7:14 AM,Explosion-detonation,0,LINDENHURST,NY,41,2.0,Day,Cloudy,Main,EMU,50,36082,0,36082,M509,40.688446,-73.220827,51.5,43.7,56.7,-7.799999999999997,13.0,5.200000000000003,Other
UP,1122HL012,2022-11-13,8:22 PM,Derailment,0,LINWOOD,KS,34,4.0,Dark,Clear,Siding,Work train,9,11566,25488,37054,M101,38.995551,-95.042467,25.1,27.2,34.6,2.099999999999998,7.400000000000002,9.5,Other
UP,0219MA032,2019-02-13,4:40 AM,Derailment,0,LITTLE ROCK,AR,34,1.0,Dawn,Clear,Industry,Freight Train,3,70448,5500,75948,H303,34.69634,-92.234678,49.8,47.1,54.9,-2.6999999999999957,7.799999999999997,5.100000000000001,Other
UP,0219MA051,2019-02-26,5:52 PM,Hwy-rail crossing,0,LITTLE ROCK,AR,61,2.0,Day,Cloudy,Main,Work train,34,15925,0,15925,M302,34.686138,-92.236945,42.6,48.6,55.5,6.0,6.899999999999999,12.899999999999999,Other
UP,1221GP035,2021-12-29,11:27 PM,Other impacts,0,LITTLETON,CO,18,4.0,Dark,Clear,Industry,Freight Train,1,51451,5124,56575,M101,39.557971,-105.045913,25.6,20.4,36.3,-5.200000000000003,15.899999999999999,10.699999999999996,Other
MRL,2019056,2019-04-26,1:44 AM,Rear end collision,0,LIVINGSTON,MT,40,4.0,Dark,Clear,Yard,Light loco(s),0,0,0,13500,H702,45.666927,-110.554672,43.6,39.6,46.7,-4.0,7.100000000000001,3.1000000000000014,Other
MRL,2019056,2019-04-26,1:44 AM,Rear end collision,0,LIVINGSTON,MT,40,4.0,Dark,Clear,Yard,Light loco(s),8,13500,0,13500,H702,45.666927,-110.554672,43.6,39.6,46.7,-4.0,7.100000000000001,3.1000000000000014,Other
UP,0218LV017,2018-02-12,4:30 AM,Other impacts,0,LIVONIA,LA,40,4.0,Dark,Clear,Yard,Single Car,0,14757,0,30763,M411,30.521467,-91.55059,57.8,43.9,57.8,-13.899999999999999,13.899999999999999,0.0,Other
UP,0218LV017,2018-02-12,4:30 AM,Other impacts,0,LIVONIA,LA,40,4.0,Dark,Clear,Yard,Yard/switching,5,15206,800,30763,M411,30.521467,-91.55059,57.8,43.9,57.8,-13.899999999999999,13.899999999999999,0.0,Other
NS,138112,2020-06-01,8:50 AM,Hwy-rail crossing,0,LOCKLAND,OH,72,2.0,Day,Clear,Main,Freight Train,38,2,12000,12002,M303,39.214705,-84.459908,61.1,61.6,73.4,0.5,11.800000000000004,12.300000000000004,Other
WE,240004,2024-01-05,12:50 AM,Derailment,0,LODI,OH,14,4.0,Dark,Cloudy,Main,Freight Train,29,3800,210321,214121,E62C,41.037865,-82.034379,28.9,24.8,31.8,-4.099999999999998,7.0,2.900000000000002,Other
IORY,IOR124816D,2016-10-31,6:45 AM,Derailment,0,LOGAN,OH,45,1.0,Dawn,Clear,Main,Freight Train,3,36333,2500,38833,M503,39.535278,-82.403167,62.7,51.3,61.4,-11.400000000000006,10.100000000000001,-1.3000000000000043,Other
TN,02,2018-02-08,2:58 PM,Derailment,0,LONE STAR,TX,50,2.0,Day,Cloudy,Industry,Yard/switching,6,3000,14494,17494,T111,32.928297,-94.706961,35.8,40.7,50.6,4.900000000000006,9.899999999999999,14.800000000000004,Track-related
NJTR,202405251,2024-05-13,6:31 AM,Obstruction,0,LONG BRANCH,NJ,40,1.0,Dawn,Clear,Yard,Passenger Train - Pulling,15,30893,9498,40391,H104,40.29562,-73.98837,49.4,54.6,62.5,5.200000000000003,7.899999999999999,13.100000000000001,Other
ATK,155203,2018-09-10,2:10 AM,Derailment,0,LONG ISLAND CITY,NY,53,4.0,Dark,Rain,Yard,Yard/switching,5,40080,740,40820,H399,40.745158,-73.939067,60.1,60.6,68.4,0.5,7.800000000000004,8.300000000000004,Other
ATK,151971,2018-02-09,7:41 AM,Other (describe in narrative),0,LONG ISLAND CITY,NY,29,2.0,Day,Clear,Yard,Light loco(s),5,0,16437,16437,H305,40.751809,-73.926905,29.8,31.7,43.7,1.8999999999999986,12.000000000000004,13.900000000000002,Other
