reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude,prior_temp,actual_temp,following_temp
UP,0322GC024,3/28/2022,2:10 PM,Derailment,0,WESTWEGO,LA,80,2,Day,Clear,Yard,Freight Train,4,79431,49850,129281,T109,29.926017,-90.157031,68.2,71.1,73.1
SFRV,060616,6/6/2016,8:49 PM,Derailment,0,WEST PALM BEACH,FL,90,3,Dusk,Clear,Yard,Passenger Train - Pulling,4,22259,0,22259,T311,26.700962,-80.062352,85.3,84.2,85.5
NS,131717,11/18/2018,12:20 PM,Derailment,0,SALISBURY,NC,52,2,Day,Clear,Main,Freight Train,8,107,13707,13814,T001,35.675467,-80.476347,41.7,43.1,48.9
UP,0716LV027,7/30/2016,11:50 AM,Derailment,0,AVONDALE,LA,88,2,Day,Clear,Yard,Yard/switching,8,12863,3550,16413,T110,29.918347,-90.208095,84.2,85.4,84.3
NYNJ,032924A,3/29/2024,6:45 AM,Derailment,0,JERSEY CITY,NJ,43,1,Dawn,Clear,Yard,Freight Train,4,0,32280,32280,T319,40.679831,-74.074423,48.5,47.1,49.9
LAS,190719003,7/19/2019,4:00 PM,Derailment,0,HODGE,LA,98,2,Day,Clear,Main,Freight Train,12,212000,82500,294500,T109,32.220176,-92.554822,83.0,83.0,83.1
NS,130080,7/4/2018,3:15 PM,Derailment,0,CHILDERSBURG,AL,78,2,Day,Clear,Main,Freight Train,7,60,12406,12466,T110,33.285445,-86.335701,81.3,81.0,81.2
ATK,168437,9/25/2021,3:47 PM,Derailment,0,JOPLIN,MT,78,2,Day,Clear,Main,Passenger Train - Pulling,78,21947116,0,22019251,T109,48.557704,-110.81223,57.4,64.3,65.7
LSRC,D190821,8/21/2019,8:10 AM,Derailment,0,KAWKAWLIN,MI,74,2,Day,Cloudy,Industry,Freight Train,6,10000,23600,33600,T110,43.661588,-83.947063,72.5,74.1,64.8
SKOL,161025001,10/25/2016,2:45 PM,Derailment,0,COFFEYVILLE,KS,80,2,Day,Clear,Yard,Freight Train,0,0,30270,42019,T108,37.030211,-95.606538,62.6,67.3,66.9
NS,131862,11/29/2018,12:40 PM,Derailment,0,HAWTHORNE,NJ,45,2,Day,Clear,Main,Freight Train,4,1434,0,21478,T110,40.946133,-74.148999,38.4,40.9,38.6
GRW,55,12/4/2014,1:40 AM,Derailment,0,GARY,IN,32,4,Dark,Clear,Yard,Freight Train,0,0,16993,27881,T311,41.609225,-87.338514,30.1,30.6,35.8
NS,125908,7/20/2017,3:31 PM,Derailment,0,CHARLOTTE,NC,99,2,Day,Clear,Main,Freight Train,18,561,74078,74639,T102,35.119747,-80.881715,78.7,82.5,85.0
IC,984300,1/14/2019,1:05 AM,Derailment,0,WILLOW SPRINGS,IL,24,4,Dark,Cloudy,Main,Freight Train,13,256293,140607,396900,T318,41.7129,-87.9145,29.4,24.9,27.5
UP,0615PR010,6/14/2015,10:30 AM,Derailment,0,WEST CHICAGO,IL,80,2,Day,Cloudy,Yard,Light loco(s),4,37194,100,37294,T314,41.880557,-88.197809,70.1,74.8,73.2
BNSF,MT1018103,10/7/2018,11:30 AM,Derailment,0,TAYLOR,ND,30,2,Day,Clear,Industry,Freight Train,7,5295,14000,19295,T319,46.884525,-102.509174,36.7,32.8,35.9
CSX,000163095,9/24/2016,12:35 AM,Side collision,0,CUMBERLAND,MD,68,4,Dark,Clear,Yard,Yard/switching,8,43969,0,45326,T305,39.644504,-78.760839,67.4,66.0,62.4
UP,0523GC005,5/8/2023,9:25 PM,Derailment,0,NEW ORLEANS,LA,78,4,Dark,Clear,Main,Freight Train,4,12726,0,12726,T303,29.970605,-90.16841,76.5,77.9,76.6
NS,133222,3/14/2019,2:10 PM,Derailment,0,DETROIT,MI,40,2,Day,Cloudy,Siding,Freight Train,6,2655,46800,49455,T110,42.303844,-83.102769,40.5,51.6,41.6
BNSF,HL0921104,9/4/2021,7:45 AM,Derailment,0,NORTH KANSAS CITY,MO,85,1,Dawn,Cloudy,Yard,Freight Train,7,134791,13000,147791,T111,39.128493,-94.585879,78.0,72.8,71.5
NJTR,201709359,8/4/2017,7:40 AM,Other (describe in narrative),0,NEW BRUNSWICK,NJ,75,2,Day,Clear,Main,EMU,60,28214,0,29957,T404,40.441078,-74.495562,74.7,77.0,72.9
UP,1114LK005,11/7/2014,11:55 PM,Derailment,0,NASHVILLE,AR,39,4,Dark,Clear,Industry,Freight Train,7,489,20070,20559,T110,33.93639,-93.843324,54.9,46.3,50.2
UP,0518NP029,5/21/2018,3:02 PM,Derailment,0,COLUMBUS,NE,74,2,Day,Clear,Yard,Freight Train,4,154130,20025,174155,T102,41.42781,-97.364708,53.6,62.4,74.7
ATK,180383,5/25/2024,3:45 AM,Derailment,0,EMPORIA,KS,66,4,Dark,Clear,Main,Passenger Train - Pulling,77,26004,0,31658,T314,38.403387,-96.163019,73.2,69.5,71.2
CMQX,10312014,10/31/2014,4:00 PM,Derailment,0,HERMON,ME,50,3,Dusk,Clear,Yard,Cut of cars,4,2500,8899,11399,T314,44.81007,-68.91337,45.5,41.7,40.6
SERA,SERA202205,3/15/2022,2:00 PM,Derailment,0,JAMESTOWN,CA,78,2,Day,Clear,Main,Freight Train,10,0,15000,15000,T110,37.957287,-120.399078,52.3,53.9,53.7
GRS,20150414R1,4/14/2015,2:36 PM,Derailment,0,SOUTH PORTLAND,ME,61,2,Day,Clear,Main,Freight Train,0,0,38000,110634,T111,43.640924,-70.289674,50.9,57.5,52.2
UP,0219GP030,2/13/2019,10:00 AM,Derailment,0,OMAHA,NE,18,2,Day,Cloudy,Yard,Yard/switching,5,1172,112000,113172,T314,41.220184,-96.019293,20.9,20.3,21.4
CSX,000188129,1/28/2020,6:45 PM,Derailment,0,BALTIMORE,MD,48,4,Dark,Clear,Yard,Yard/switching,6,41676,2500,44176,T207,39.273895,-76.618699,41.8,41.8,40.0
KCT,UP040218,4/2/2018,12:45 AM,Derailment,0,KANSAS CITY,MO,25,4,Dark,Clear,Main,Freight Train,0,0,2400,48022,T206,39.075744,-94.603956,29.9,30.4,37.2
CSX,000192994,10/3/2020,12:40 AM,Derailment,0,CUMBERLAND,MD,39,4,Dark,Clear,Yard,Freight Train,5,55145,5000,60145,T207,39.644504,-78.760839,52.0,48.0,49.4
NJTR,201702041,10/21/2016,8:16 PM,Other (describe in narrative),0,NEWARK,NJ,68,4,Dark,Cloudy,Main,Commuter Train - Pulling,20,9000,0,15300,T404,40.727514,-74.171358,66.2,68.0,51.0
NS,131670,11/9/2018,2:15 AM,Derailment,0,GREENSBORO,NC,54,4,Dark,Clear,Industry,Freight Train,5,13200,2387,15587,T110,36.093636,-79.974145,56.9,48.1,43.6
UP,0823GL030,8/14/2023,10:02 AM,Derailment,0,COLUMBUS,NE,64,2,Day,Cloudy,Yard,Freight Train,1,29679,537556,567235,T314,41.428112,-97.366727,69.0,64.7,66.5
NIRC,9419001807,10/16/2023,3:37 PM,Other impacts,0,CHICAGO,IL,54,2,Day,Cloudy,Main,EMU,5,25093,8403,33496,T404,41.76607,-87.5893,51.9,51.6,51.2
BNSF,CH0319110,3/22/2019,11:45 PM,Derailment,0,BURLINGTON,IA,38,4,Dark,Clear,Yard,Freight Train,4,60670,176020,236690,T319,40.800869,-91.099713,43.1,45.3,44.5
UP,1021HL019,10/19/2021,4:32 AM,Derailment,0,KANSAS CITY,MO,59,1,Dawn,Cloudy,Main,Freight Train,10,159,94605,112264,T199,39.10947,-94.50243,61.9,65.5,62.7
KO,220825004,8/25/2022,10:10 AM,Derailment,0,HANSTON,KS,83,2,Day,Clear,Industry,Freight Train,3,0,30000,30000,T110,38.122901,-99.711127,76.8,78.6,80.8
ATK,136332,1/26/2015,5:35 PM,Other (describe in narrative),0,NEW BRUNSWICK,NJ,25,4,Dark,Snow,Industry,Freight Train,0,0,0,22806,T404,40.478104,-74.466882,36.8,24.5,24.7
UP,0723NC046,7/27/2023,2:10 AM,Derailment,0,OAKLAND,CA,59,4,Dark,Clear,Yard,Freight Train,7,11577,5280,16857,T207,37.802623,-122.30321,62.8,62.0,62.4
KJRY,KJRY200921,9/21/2020,3:05 PM,Derailment,0,MARIETTA,IL,75,2,Day,Clear,Main,Freight Train,5,2000,11016,13016,T102,40.48007,-90.378646,55.3,57.6,60.8
NAUG,1163792,11/10/2016,10:35 AM,Derailment,0,WATERBURY,CT,43,2,Day,Clear,Main,Freight Train,13,6500,285000,291500,T106,41.579887,-73.049718,48.0,45.3,46.5
BNSF,HL0622116,6/24/2022,12:26 PM,Derailment,0,SPRINGFIELD,MO,99,2,Day,Clear,Yard,Yard/switching,5,750,12210,12960,T314,37.230936,-93.287086,78.2,81.8,85.9
NJTR,201709378,8/29/2017,9:15 AM,Other (describe in narrative),0,LINDEN,NJ,71,2,Day,Clear,Main,EMU,45,10738,0,11490,T404,40.648099,-74.232157,69.3,65.8,68.9
SERA,SERA202202,2/23/2022,3:30 PM,Derailment,0,SONORA,CA,70,2,Day,Clear,Main,Freight Train,5,0,20000,20000,T110,37.974605,-120.379083,38.0,35.9,37.5
ATK,143642,7/31/2016,6:39 PM,Other (describe in narrative),0,UNION,NJ,75,2,Day,Clear,Main,Passenger Train - Pulling,10,18512,1000,19512,T404,40.679742,-74.206508,77.1,75.9,73.5
IC,925049,6/6/2017,7:35 AM,Derailment,0,SANFORD,MS,77,2,Day,Rain,Main,Freight Train,42,63802,116880,180682,T002,31.448918,-89.403637,76.4,73.8,75.3
BLU,201030002,10/30/2020,4:20 PM,Derailment,0,CANTON,NC,60,2,Day,Clear,Industry,Yard/switching,6,21000,0,21000,T110,35.532048,-82.847094,71.4,51.6,45.4
ATK,144052,7/27/2016,4:55 AM,Derailment,0,HAMILTON TOWNSHIP,NJ,77,4,Dark,Cloudy,Siding,Light loco(s),10,82337,0,82337,T205,40.248037,-74.714461,81.8,80.3,78.6
IC,1060969,2/8/2021,5:45 PM,Derailment,0,GEISMAR,LA,61,4,Dark,Clear,Main,Freight Train,12,29123,3833,32956,T102,30.188506,-90.99346,52.8,56.1,65.9
NJTR,201708325,8/9/2017,11:24 AM,Derailment,0,KEARNY,NJ,76,2,Day,Clear,Yard,Light loco(s),9,37998,4434,42432,T199,40.74419,-74.105585,71.7,74.8,75.7
NOPB,D20160704,7/4/2016,12:09 AM,Derailment,0,NEW ORLEANS,LA,84,4,Dark,Clear,Main,Freight Train,6,35000,800,36650,T001,30.004227,-90.027526,88.2,89.3,88.5
ATK,180337,4/4/2024,2:20 PM,Other (describe in narrative),0,LINDEN,NJ,41,2,Day,Rain,Main,EMU,0,0,0,12500,T404,40.632902,-74.248391,43.1,43.1,43.9
NS,144633,3/8/2022,1:20 AM,Derailment,0,BROWNLEE PARK,MI,29,4,Dark,Cloudy,Yard,Freight Train,4,22022,950,22972,T110,42.313539,-85.139109,33.4,31.7,32.5
UP,0219GP017,2/8/2019,11:44 PM,Derailment,0,FREMONT,NE,11,4,Dark,Cloudy,Main,Freight Train,20,389997,355418,745415,T207,41.426504,-96.488055,7.3,6.4,20.9
BNSF,SW0621102,6/8/2021,2:50 PM,Derailment,0,CLOVIS,NM,103,2,Day,Clear,Yard,Freight Train,2,2482,24000,26482,T108,34.397463,-103.214132,78.5,80.7,81.8
UP,0718NP011,7/10/2018,4:28 PM,Derailment,0,NORTH PLATTE,NE,95,2,Day,Clear,Yard,Freight Train,9,144358,243327,387685,T109,41.154972,-100.849929,80.5,78.2,84.1
IC,1094789,2/15/2022,8:20 AM,Derailment,0,GEISMAR,LA,50,2,Day,Clear,Yard,Yard/switching,8,69655,20986,90641,T210,30.167477,-90.964678,48.9,53.6,65.7
CSX,000156090,1/15/2016,8:26 PM,Derailment,0,RUSSELL,KY,45,4,Dark,Clear,Yard,Yard/switching,8,178645,35600,214245,T207,38.529968,-82.69452,42.2,40.8,35.9
CRSH,146132,8/10/2022,8:31 AM,Derailment,0,CAMDEN,NJ,80,2,Day,Clear,Yard,Yard/switching,5,1986,23416,25402,T314,39.950907,-75.092341,87.9,84.4,81.9
NJTR,201507406,6/3/2015,6:00 AM,Derailment,0,WALDWICK,NJ,70,1,Dawn,Clear,Yard,Spec. MoW Equip.,5,46000,5792,51792,T110,41.022085,-74.125243,52.4,59.4,59.0
IC,1093938,2/5/2022,4:05 AM,Derailment,0,DESTREHAN,LA,50,4,Dark,Clear,Yard,Yard/switching,5,62244,24508,86752,T201,30.192207,-91.00034,39.4,40.5,44.3
UP,0624HL026,6/26/2024,3:09 PM,Derailment,0,TOPEKA,KS,86,2,Day,Cloudy,Industry,Freight Train,5,80371,37120,117491,T001,39.085553,-95.731838,87.4,80.2,80.0
NJTR,202402100,2/13/2024,5:39 PM,Derailment,0,NEW BRUNSWICK,NJ,37,2,Day,Clear,Yard,Commuter Train - Pulling,5,13533,8684,22217,T113,40.481063,-74.463227,41.7,36.4,33.2
ATK,161721,10/28/2019,5:32 PM,Derailment,0,HARRISON,NJ,58,3,Dusk,Clear,Yard,Freight Train,0,0,71315,103623,T113,40.741613,-74.144958,61.3,59.5,57.3
UP,0117NP019,1/21/2017,8:15 AM,Derailment,0,STERLING,CO,30,2,Day,Clear,Yard,Freight Train,0,0,20089,163349,T309,40.641549,-103.191974,31.9,31.4,35.3
NJTR,201812578,11/29/2018,12:40 PM,Derailment,0,HAWTHORNE,NJ,45,2,Day,Clear,Industry,Freight Train,3,0,20044,21478,T110,40.946133,-74.148999,38.4,40.9,38.6
UP,0617NP020,6/13/2017,3:15 PM,Derailment,0,SUTHERLAND,NE,87,2,Day,Clear,Main,Freight Train,6,3078,502592,505670,T109,41.171035,-101.23249,79.2,78.5,71.7
IC,1145584,2/28/2024,5:30 AM,Derailment,0,CONVENT,LA,73,4,Dark,Clear,Industry,Freight Train,5,67796,10000,77796,T299,30.074329,-90.873774,72.8,70.3,56.8
CSX,000176943,6/11/2018,5:45 AM,Side collision,0,BIRMINGHAM,AL,85,4,Dark,Clear,Yard,Yard/switching,6,67677,250,99910,T001,33.543607,-86.790089,76.8,74.8,75.3
BNSF,SF1114105,11/11/2014,11:30 AM,Derailment,1,BLYTHEVILLE,AR,40,2,Day,Clear,Yard,Yard/switching,10,26448,12000,38448,T207,35.92091,-89.82489,58.0,52.1,35.9
CSX,000172225,10/16/2017,6:57 PM,Derailment,0,BROOKWOOD,AL,74,3,Dusk,Clear,Main,Freight Train,15,520741,51824,572565,T207,33.282876,-87.262149,74.9,61.0,58.8
BNSF,TC0616116,6/20/2016,9:50 PM,Derailment,0,MINNEAPOLIS,MN,62,4,Dark,Clear,Yard,Yard/switching,2,61382,10500,71882,T103,45.029412,-93.269747,82.4,73.3,72.0
UP,0519HL028,5/13/2019,3:40 PM,Derailment,0,KANSAS CITY,KS,68,2,Day,Clear,Yard,Yard/switching,10,45357,23230,68587,T101,39.093885,-94.655163,54.4,58.8,71.0
UP,0618TC006,6/5/2018,2:00 AM,Derailment,0,DES MOINES,IA,80,4,Dark,Clear,Yard,Cut of cars,0,5274,29224,34498,T207,41.61173,-93.58351,69.7,76.1,75.3
UP,1017KC022,10/28/2017,8:40 PM,Derailment,0,HOME,KS,35,4,Dark,Clear,Main,Freight Train,22,193560,121663,315223,T206,39.814154,-96.531491,36.6,34.3,48.2
BRS,231102004,11/2/2023,10:30 PM,Derailment,0,BATON ROUGE,LA,45,4,Dark,Clear,Yard,Cut of cars,0,12284,0,110706,T110,30.576924,-91.216147,47.7,50.9,57.6
NS,123268,9/24/2016,12:50 AM,Obstruction,0,MIDDLE RIVER,MD,70,4,Dark,Clear,Main,Light loco(s),0,0,0,13000,T106,39.326262,-76.481566,72.6,69.4,62.4
UP,0515WH004,5/6/2015,1:45 AM,Derailment,0,PECK,KS,52,4,Dark,Rain,Main,Freight Train,47,2161732,162800,2324532,T299,37.428277,-97.390269,68.0,65.7,69.4
NS,141044,3/27/2021,9:45 AM,Derailment,1,DAYTON,IN,72,2,Day,Cloudy,Yard,Yard/switching,10,385830,25905,411735,T110,40.374233,-86.824428,47.7,57.2,46.2
UP,1023GP001,10/1/2023,7:30 AM,Derailment,0,NORTH PLATTE,NE,70,2,Day,Cloudy,Yard,Yard/switching,4,20918,7560,28478,T207,41.151179,-100.827289,70.8,76.9,75.6
GRW,11,4/30/2018,11:55 AM,Derailment,0,GARY,IN,75,2,Day,Clear,Industry,Yard/switching,3,25417,24032,49449,T206,41.621841,-87.32706,44.1,58.6,70.9
TRRA,17016,10/9/2017,4:45 PM,Derailment,0,VENICE,IL,82,4,Dark,Clear,Yard,Yard/switching,6,3295,25294,28589,T199,38.665224,-90.161982,67.8,71.5,70.0
NS,142092,7/4/2021,1:28 PM,Derailment,0,MUSCLE SHOALS,AL,87,2,Day,Clear,Yard,Yard/switching,9,18000,2087,20087,T316,34.712551,-87.616782,75.7,75.3,79.7
SKOL,1901119001,1/19/2019,12:30 AM,Derailment,0,NEODESHA,KS,29,4,Dark,Clear,Main,Freight Train,11,204071,235000,439071,T401,37.41108,-95.668519,43.6,22.7,24.0
CSX,000139374,12/29/2014,8:30 PM,Derailment,0,RALEIGH,NC,43,4,Dark,Rain,Yard,Freight Train,6,11677,1000,12677,T314,35.792418,-78.640154,54.9,49.3,37.0
NIRC,9419001105,10/18/2022,8:09 AM,Other impacts,0,CHICAGO,IL,37,2,Day,Clear,Main,EMU,60,33102,6242,39344,T404,41.707,-87.60722,41.7,42.4,42.0
CSX,000216732,3/15/2024,3:09 AM,Derailment,0,WORCESTER,MA,40,4,Dark,Rain,Yard,Freight Train,7,26469,127,113416,T111,42.253439,-71.80785,48.9,42.0,43.5
CSX,000172275,10/15/2017,5:30 PM,Derailment,0,NEWARK,NJ,70,3,Dusk,Cloudy,Yard,Freight Train,8,83228,488,91216,T110,40.714225,-74.178,66.2,68.9,59.0
FEC,D35060717,6/7/2017,6:30 AM,Derailment,0,MANGONIA PARK,FL,80,1,Dawn,Rain,Industry,Freight Train,4,1066,10522,11588,T110,26.764844,-80.078156,74.6,74.8,80.6
BNSF,CH1117105,11/3/2017,10:25 PM,Derailment,0,AURORA,IL,42,4,Dark,Clear,Yard,Yard/switching,6,27500,10000,37500,T110,41.77221,-88.264634,47.0,41.8,44.4
UP,1016TC010,10/31/2016,7:25 AM,Derailment,0,MANKATO,MN,44,1,Dawn,Cloudy,Industry,Cut of cars,0,14804,0,44456,T314,44.190008,-93.982977,42.9,49.4,52.5
CRSH,129889,6/18/2018,4:15 PM,Derailment,0,PORT READING,NJ,98,3,Dusk,Clear,Yard,Yard/switching,6,25111,750,25861,T110,40.565594,-74.243751,77.9,81.8,81.8
CSX,000218305,5/26/2024,12:55 AM,Derailment,0,INDIANAPOLIS,IN,70,4,Dark,Cloudy,Yard,Freight Train,4,45073,29253,74326,T206,39.759798,-86.327516,70.8,69.2,66.7
UP,1018TC011,10/15/2018,7:25 PM,Derailment,0,DES MOINES,IA,40,3,Dusk,Cloudy,Main,Freight Train,9,407265,76012,483277,T001,41.56621,-93.573189,39.0,38.4,46.8
UP,0815LK027,8/30/2015,5:30 PM,Derailment,0,NORTH LITTLE ROCK,AR,90,4,Dark,Clear,Yard,Light loco(s),7,54093,2065,56158,T111,34.763821,-92.260122,78.8,81.7,82.1
NS,134109,5/26/2019,4:45 PM,Derailment,0,WILSONS MILLS,NC,72,3,Dusk,Clear,Siding,Freight Train,34,74200,205732,279932,T108,35.601203,-78.384392,80.4,82.3,78.5
NS,137250,9/4/2019,11:55 AM,Derailment,0,CHILDERSBURG,AL,93,2,Day,Clear,Industry,Freight Train,0,0,1562,21741,T110,33.280188,-86.35183,79.4,81.1,80.8
NS,152680,3/31/2023,1:30 AM,Derailment,0,IRONDALE,AL,55,4,Dark,Clear,Yard,Yard/switching,4,652681,0,1316505,T207,33.555373,-86.683972,59.7,68.8,71.9
UP,1119GL034,11/27/2019,8:00 PM,Derailment,0,CENTRAL CITY,NE,17,4,Dark,Rain,Siding,Freight Train,7,72627,119729,192356,T202,41.112197,-98.009448,31.2,25.7,27.5
BNSF,TC0716106,7/12/2016,8:40 PM,Derailment,0,DULUTH,MN,75,4,Dark,Clear,Yard,Freight Train,0,0,1500,22309,T001,46.765371,-92.117344,62.8,72.6,70.5
IAIS,2017013,4/10/2017,5:25 PM,Derailment,0,HENRY,IL,68,2,Day,Cloudy,Industry,Yard/switching,8,24088,6020,30108,T110,41.126363,-89.349785,65.5,65.7,49.5
NS,121687,8/14/2016,5:10 AM,Derailment,0,BALTIMORE,MD,85,1,Dawn,Clear,Yard,Yard/switching,7,1600,15000,16600,T205,39.29649,-76.543187,87.4,87.4,79.6
BNSF,TC1114110,11/13/2014,5:35 PM,Derailment,0,CASSELTON,ND,15,3,Dusk,Clear,Main,Freight Train,3,480256,0,1719594,T207,46.902892,-97.259819,20.8,15.2,10.7
UP,0523GP019,5/11/2023,10:13 AM,Derailment,0,NORTH PLATTE,NE,66,2,Day,Clear,Yard,Yard/switching,7,7495,7355,14850,T202,41.146397,-100.821976,61.7,62.9,58.2
DAIR,012018,4/10/2018,3:50 PM,Derailment,0,INWOOD,IA,58,2,Day,Clear,Main,Freight Train,21,15544,57204,72748,T110,43.261282,-96.553669,29.3,39.2,40.4
UP,0419GP006,4/3/2019,1:00 PM,Derailment,0,NORTH PLATTE,NE,50,2,Day,Clear,Yard,Yard/switching,4,10836,1691,12527,T199,41.153284,-100.848365,42.6,47.9,47.3
ATK,141335,2/23/2016,9:00 AM,Derailment,0,BOSTON,MA,33,2,Day,Clear,Yard,Yard/switching,5,27000,0,27000,T113,42.331587,-71.059673,37.2,33.2,41.1
MCRL,MC160322A,3/22/2016,5:19 AM,Derailment,0,WALPOLE,MA,35,1,Dawn,Cloudy,Yard,Freight Train,0,0,26648,28034,T110,42.144701,-71.257939,35.0,39.8,50.2
NS,155139,12/22/2023,5:45 AM,Derailment,0,SOUTHMONT,NC,29,1,Dawn,Clear,Yard,Freight Train,6,576326,250000,826326,T110,35.738906,-80.33295,40.1,43.5,46.9
NS,121319,7/19/2016,8:45 PM,Derailment,0,PINEVILLE,NC,85,4,Dark,Clear,Yard,Freight Train,2,21124,800,21924,T102,35.090446,-80.88798,80.3,82.2,82.1
ATK,143856,8/16/2016,5:17 PM,Other (describe in narrative),0,NORWALK,CT,85,2,Day,Clear,Main,Passenger Train - Pulling,14,11928,0,12678,T404,41.09853,-73.41927,80.1,79.0,78.9
UP,0219HL009,2/9/2019,6:15 AM,Derailment,0,KANSAS CITY,KS,15,1,Dawn,Cloudy,Yard,Yard/switching,4,2443,24696,27139,T110,39.092049,-94.638707,15.0,22.9,34.6
IAIS,2015056,6/18/2015,9:30 PM,Derailment,0,BLUE ISLAND,IL,70,4,Dark,Clear,Yard,Freight Train,5,49014,0,76031,T319,41.672614,-87.668178,63.9,72.7,61.1
UP,1116TC007,11/16/2016,9:29 AM,Derailment,0,CALLENDER,IA,66,2,Day,Clear,Main,Freight Train,25,92708,13088,105796,T204,42.3834,-94.290999,45.3,49.3,57.2
IC,978717,11/12/2018,7:45 AM,Derailment,0,CONVENT,LA,62,2,Day,Rain,Industry,Freight Train,1,15570,0,48030,T111,30.047592,-90.829417,54.4,58.7,44.0
UP,1223HL002,12/3/2023,2:08 PM,Derailment,0,TOPEKA,KS,45,2,Day,Cloudy,Yard,Freight Train,7,71045,44568,115613,T110,39.07206,-95.683693,31.0,39.0,42.0
CP,1000235363,7/10/2015,3:00 PM,Derailment,0,NORTHFIELD,MN,82,2,Day,Clear,Yard,Freight Train,4,18628,0,23238,T314,44.45249,-93.17337,69.1,74.1,73.1
UP,0719GP038,7/30/2019,10:15 AM,Derailment,0,NORTH PLATTE,NE,74,2,Day,Clear,Yard,Light loco(s),6,560,11860,12420,T311,41.150566,-100.817434,73.0,74.7,74.8
BNSF,HL1223122,12/30/2023,4:04 AM,Derailment,0,YORK,NE,28,1,Dawn,Clear,Main,Freight Train,42,1148323,194996,1343319,T299,40.894417,-97.490334,26.8,30.7,24.8
NS,133172,3/11/2019,1:45 PM,Derailment,0,CHARLOTTE,NC,67,2,Day,Clear,Yard,Light loco(s),5,14094,8696,22790,T311,35.228142,-80.852528,53.3,57.3,52.3
BNSF,MT0717106,7/12/2017,2:30 AM,Derailment,0,WOLF POINT,MT,62,4,Dark,Clear,Industry,Freight Train,6,73140,20000,93140,T309,48.094961,-105.62486,75.7,67.4,76.6
CVR,CVR042017D,4/20/2017,12:30 AM,Derailment,0,MONTEZUMA,KS,65,4,Dark,Clear,Main,Freight Train,7,120000,12000,132000,T102,37.590213,-100.476567,72.2,61.9,49.4
CSX,000138844,12/12/2014,11:02 PM,Derailment,0,HAMLET,NC,38,4,Dark,Clear,Yard,Cut of cars,10,26597,2500,29097,T314,34.91463,-79.670657,35.4,40.1,45.3
RARW,ID150043,6/4/2015,12:05 PM,Derailment,0,SILVERBOW,MT,64,2,Day,Clear,Yard,Freight Train,0,0,6500,44803,T111,46.004992,-112.671069,50.5,53.3,56.7
BNSF,MT0820101,8/17/2020,3:30 PM,Derailment,0,CONRAD,MT,94,2,Day,Clear,Main,Freight Train,24,402912,170000,572912,T102,48.138834,-111.974203,72.9,76.9,74.5
NS,120932,6/18/2016,7:40 PM,Derailment,0,MERIDIAN,MS,80,3,Dusk,Clear,Main,Freight Train,6,602,10138,32962,T311,32.359528,-88.711266,82.1,79.2,81.5
UP,1118PR017,11/20/2018,7:00 PM,Derailment,0,CLINTON,IA,28,3,Dusk,Clear,Yard,Cut of cars,0,12,0,26014,T207,41.817576,-90.218101,26.5,27.4,29.9
CSX,000185135,9/4/2019,11:55 AM,Derailment,0,CHILDERSBURG,AL,80,2,Day,Cloudy,Industry,Freight Train,4,20179,0,21741,T110,33.393703,-86.348413,79.4,81.1,80.8
PHL,PHL00119F,5/15/2024,11:26 PM,Derailment,0,LONG BEACH,CA,60,4,Dark,Clear,Industry,Yard/switching,8,98440,107960,206400,T314,33.741083,-118.234931,63.6,63.2,63.9
UP,0421GP039,4/26/2021,1:15 PM,Derailment,0,NORTH PLATTE,NE,77,2,Day,Clear,Yard,Freight Train,19,220990,177916,398906,T108,41.15371,-100.877262,60.7,67.4,58.9
CSX,000218650,6/11/2024,11:05 PM,Derailment,0,WORCESTER,MA,60,4,Dark,Clear,Yard,Freight Train,3,30835,0,43987,T314,42.244808,-71.750156,61.9,61.7,66.8
NS,118811,1/6/2016,11:40 PM,Derailment,0,RALEIGH,NC,72,4,Dark,Cloudy,Industry,Freight Train,5,24812,200,25012,T110,35.749943,-78.634698,27.9,33.2,40.2
BNSF,PR0619102,6/3/2019,2:20 PM,Derailment,0,MASCOT,NE,84,2,Day,Clear,Main,Freight Train,28,57364,147070,204434,T109,40.227288,-99.564366,66.7,71.0,73.8
CSX,000148766,7/5/2015,12:46 AM,Derailment,0,ROCKY MOUNT,NC,75,4,Dark,Clear,Yard,Yard/switching,6,11097,0,49779,T111,35.931645,-77.799742,78.0,79.8,80.5
NJTR,201808405,8/10/2018,11:22 AM,Derailment,0,KEARNY,NJ,85,2,Day,Clear,Yard,Yard/switching,8,78187,9508,87695,T110,40.74387,-74.106913,82.3,80.7,75.0
ATK,176796,10/16/2023,1:35 PM,Other (describe in narrative),0,ELIZABETH,NJ,65,2,Day,Clear,Main,EMU,0,0,4431,16160,T404,40.68109,-74.205635,55.4,55.6,57.5
KBSR,03082024,3/11/2024,11:07 AM,Derailment,0,WEST LAFAYETTE,IN,55,2,Day,Rain,Main,Freight Train,10,50000,150000,200000,T202,40.427107,-86.944174,37.1,43.2,55.3
